title	json_data	author	summary	ingredients	instructions
German Chocolate Cheesecake	{"name": "German Chocolate Cheesecake"}	Ann and Phil Brunkhorst	<p>Awesome! Makes 12-14 servings.</p>	[{'name': 'Cheesecake', 'type': 'group'}, {'amount': '1', 'unit': '', 'name': 'recipe Coconut-Pecan Topping', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'graham cracker crumbs', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'granulated sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '⅓', 'unit': 'cup', 'name': 'butter (melted)', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'flaked coconut', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'pecans', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '4', 'unit': '', 'name': 'oz semisweet chocolate', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '3', 'unit': '8 oz packages', 'name': 'cream cheese (softened)', 'notes': '', 'type': 'ingredient'}, {'amount': '¾', 'unit': 'cup', 'name': 'granulated sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'dairy sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'all-purpose flour', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '', 'name': 'eggs', 'notes': '', 'type': 'ingredient'}, {'name': 'Coconut-pecan Topping', 'type': 'group'}, {'amount': '½', 'unit': 'cup', 'name': 'butter', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'brown sugar (packed)', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'light cream or Half-and-Half', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'light colored corn syrup', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'flaked coconut', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'pecans', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}]	[{'name': 'Cheesecake', 'type': 'group'}, {'text': '<p>In a medium bowl, combine graham cracker crumbs, 2 (tbsp) granulated sugar, melted butter, coconut and pecans.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Press into the bottom and ½ inch up the side of a 9-inch springform pan. Bake in a 350° oven for 8-10 minutes. Cool slightly.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>In a saucepan, melt the chocolate over low heat. Remove from heat; cool.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>For filling, in a large bowl, beat together cream cheese, ¾ (cup) granulated sugar, sour cream and vanilla. Add flour and beat well. Add eggs and cooled chocolate; beat until just combined.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Turn the filling into the cooled crust. Bake in a 375° oven for 45-50 minutes or until the center appears nearly set when you shake it. Cool 15 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Loosen the side of the cheesecake from the side of the pan. Cool 30 minutes. Remove the side of the pan.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Spread the Coconut-Pecan Topping over the cheesecake. Cover and refrigerate for at least 3 hours or up to 24 hours.</p>', 'type': 'instruction', 'image_url': ''}, {'name': 'Coconut-pecan Topping', 'type': 'group'}, {'text': '<p>In a small saucepan, melt butter; stir in brown sugar, light cream or Half-and-Half and corn syrup.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Cook and stir over medium heat until bubbly. Stir in coconut, chopped pecans and vanilla.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Remove from heat; cool for 5 minutes. Spread over partially cooled cheesecake.</p>', 'type': 'instruction', 'image_url': ''}]
Cream Puff Dessert	{"name": "Cream Puff Dessert"}	None	<p>Crust will be bubbly so the name Moon Cake was given.</p>	[{'name': 'Puffs', 'type': 'group'}, {'amount': '1', 'unit': 'cup', 'name': 'water', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'stick margarine', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'flour', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': '', 'name': 'eggs (room temperature)', 'notes': '', 'type': 'ingredient'}, {'name': 'Topping', 'type': 'group'}, {'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '2½', 'unit': 'cup', 'name': 'cold milk', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'small packages', 'name': 'instant vanilla pudding', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Chocolate fudge topping', 'notes': '', 'type': 'ingredient'}]	[{'name': 'Puffs', 'type': 'group'}, {'text': '<p>Bring water and margarine to a boil. Add flour slowly, stirring until it forms a ball.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Remove from heat; cool 5-10 minutes. Add eggs, one at a time, beating after each one. Mixture will be thick.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Spoon and spread into the bottom of a 10x15-inch cookie sheet pan. Bake at 400° for 30 minutes. Batter will form up the sides of the pan during baking.</p>', 'type': 'instruction', 'image_url': ''}, {'name': 'Topping', 'type': 'group'}, {'text': '<p>Mix together cream cheese, milk and pudding until thick. Spread on top of cooled puff crust.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Wait 15 minutes; then spread Cool Whip on top. Drizzle chocolate fudge topping on top.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Refrigerate.</p>', 'type': 'instruction', 'image_url': ''}]
Custard Pudding	{"name": "Custard Pudding"}	Marlene Goetschel		[{'amount': '3', 'unit': '', 'name': 'eggs (beaten)', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'milk', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Nutmeg', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Combine eggs, milk, sugar and vanilla. Beat until well combined but not foamy.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Place four 6 oz custard cups or one 3½ (cup) souffle‚ dish in an 8x8x2-inch baking dish on an oven rack. Pour egg mixture into custard cups or dishes. Sprinkle with nutmeg.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Pour boiling water into the baking dish around the cups or dishes to a depth of 1 inch.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake in a 325° oven for 30-45 minutes for custard cups (50-60 minutes for a dish) or until a knife inserted near the center comes out clean.</p>', 'type': 'instruction', 'image_url': ''}]
Four-fruit Compote	{"name": "Four-fruit Compote"}	La Verne and Pat Schumacher and family	<p>Yield: 12-16 servings.</p>	[{'amount': '1', 'unit': '20 oz can', 'name': 'pineapple chunks', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'cornstarch', 'notes': '', 'type': 'ingredient'}, {'amount': '⅓', 'unit': 'cup', 'name': 'orange juice', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'lemon juice', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '11 oz can', 'name': 'mandarin oranges (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '3-4', 'unit': '', 'name': 'unpeeled apples (chopped)', 'notes': '', 'type': 'ingredient'}, {'amount': '2-3', 'unit': '', 'name': 'bananas (sliced)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Drain pineapple, reserving ¾ (cup) juice. In a saucepan, combine sugar and cornstarch. Add pineapple juice, orange juice and lemon juice.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Cook and stir over medium heat until thickened and bubbly; cook and stir 1 minute longer.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Remove from heat; set aside.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>In a bowl, combine pineapple chunks, oranges, apples and bananas. Pour warm sauce over the fruit; stir gently to coat. Cover and refrigerate.</p>', 'type': 'instruction', 'image_url': ''}]
Fruit Pizza	{"name": "Fruit Pizza"}	Alicia Brunkhorst		[{'amount': '1', 'unit': '', 'name': 'tube refrigerated sugar cookie dough', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '⅓', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'almond flavoring', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Fruit (strawberries', 'notes': 'mandarin oranges, grapes, blueberries, raspberries, blackberries, kiwi, pineapple, etc.)', 'type': 'ingredient'}]	[{'text': '<p>Press dough to cover a lightly sprayed 14-inch pizza pan. Bake at 350° for 12-15 minutes or until lightly brown.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Cream cheese, sugar and flavorings until light and fluffy. Fold in Cool Whip. Spread on crust.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Arrange fruit in colorful designs. Chill.</p>', 'type': 'instruction', 'image_url': ''}]
Peaches 'n' Cream Pizza	{"name": "Peaches 'n' Cream Pizza"}	Ann and Philip Brunkhorst		[{'amount': '1', 'unit': '8 oz', 'name': 'tube refrigerated crescent roll dough', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese (softened)', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'almond extract', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '21 oz can', 'name': 'peach pie filling', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'flour', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'brown sugar (packed)', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'butter', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'cinnamon', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'sliced almonds', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Separate crescent dough into 8 triangles. Press onto a greased 12-inch pizza pan; seal seams.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake at 375° for 8-10 minutes or until the edges are golden. Cool slightly on a wire rack.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Beat cream cheese, sugar and extract until smooth. Spread over the crust. Top with pie filling.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>In a small bowl, combine the brown sugar, butter and cinnamon. Spread over filling. Top with almonds.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake for 20-25 minutes or until golden brown. Cool. Refrigerate leftovers.</p>', 'type': 'instruction', 'image_url': ''}]
Heath Bar Dessert	{"name": "Heath Bar Dessert"}	Alyce Woltzen McFadden		[{'amount': '1', 'unit': 'cup', 'name': 'brown sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'white sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'flour', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'stick margarine', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'egg', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'soda', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Cut white sugar, brown sugar and flour into margarine as for pie dough. Reserve 1 (cup) mixture for top. Add egg, sour cream, soda and vanilla to the remainder of the crumbs. Mix well with a mixer and pour into a 9x13-inch pan.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Sprinkle 1 (cup) crumbs over the top. Smash 6 Heath bars and sprinkle over the crumbs.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake at 350° for 30 minutes. Can serve like bars or serve warm with whipped topping.</p>', 'type': 'instruction', 'image_url': ''}]
Freezer Ice Cream	{"name": "Freezer Ice Cream"}	Katie and Mark Weigel	<p>Makes 1 gallon. This was Grandpa Moeller's favorite! Just like Culver's! Grandpa Moeller's is Katie Brunkhorst Weigel 's grandpa.</p>	[{'amount': '2', 'unit': '', 'name': 'qts. heavy cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'pt. milk', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': '', 'name': 'eggs', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'sweetened condensed milk', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'salt', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'vanilla', 'notes': '', 'type': 'ingredient'}]	[{'name': 'Vanilla', 'type': 'group'}, {'text': '<p>Heat 2 (cups) cream with milk in the top of a double boiler. Beat eggs slightly. Add sweetened condensed milk, sugar and salt. Blend in a little hot cream and then slowly add to the mixture in the double boiler.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Cook for 5 minutes, stirring to 176° or just until the mixture coats the spoon. Cool.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Stir in vanilla and remaining cream.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Freeze in an ice cream freezer using ice and coarse salt mixture.</p>', 'type': 'instruction', 'image_url': ''}, {'name': 'For Chocolate', 'type': 'group'}, {'text': '<p>Omit 1 quart cream. Melt 6 (1 oz) squares of chocolate in a double boiler.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Blend in ½ (cup) additional sugar. Slowly stir in 1 (cup) boiling water. Add to the cooked base.</p>', 'type': 'instruction', 'image_url': ''}]
Ice Cream Sandwiches/bars	{"name": "Ice Cream Sandwiches/bars"}	Zachary Brunkhorst		[{'amount': '', 'unit': '', 'name': 'Chocolate graham crackers (broken in halves', 'notes': 'plain can be used too)', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'gal. any flavor ice cream (chocolate is best', 'notes': 'softened)', 'type': 'ingredient'}]	[{'text': '<p>Spread softened ice cream in a jelly roll pan or cake pan. Spread evenly and about 1-2 inches high. Put in the freezer to refreeze.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>When solid, cut ice cream into squares a little bit smaller than a graham cracker square. With cookie spatula, remove and put into the middle of two graham crackers. Wrap in plastic wrap or waxed paper.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Put individual sandwiches in the freezer. Eat whenever.</p>', 'type': 'instruction', 'image_url': ''}]
Just Dessert	{"name": "Just Dessert"}	Amanda Brunkhorst		[{'name': 'Crust', 'type': 'group'}, {'amount': '1', 'unit': 'cup', 'name': 'flour', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'butter', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'pecans (optional)', 'notes': '', 'type': 'ingredient'}, {'name': 'Filling', 'type': 'group'}, {'amount': '2', 'unit': '8 oz', 'name': 'cartons Cool Whip (divided)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'small boxes instant pudding', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'milk', 'notes': '', 'type': 'ingredient'}]	[{'name': 'Crust', 'type': 'group'}, {'text': '<p>Melt butter. Add flour and pecans, if desired.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Spread on a 9x13-inch pan. Bake at 350° for 15 minutes and then cool.</p>', 'type': 'instruction', 'image_url': ''}, {'name': 'Filling', 'type': 'group'}, {'text': '<p>Mix together 1 carton Cool Whip, cream cheese and powdered sugar; spread on crust. Mix together pudding and milk; pour on top of cream cheese mixture.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Top with the 2nd carton of Cool Whip. Refrigerate.</p>', 'type': 'instruction', 'image_url': ''}]
Quick Dessert	{"name": "Quick Dessert"}	In memory of Berniece and Chris Schumacher by George and Rosaline Schumacher		[{'amount': '1', 'unit': '4 serving size package', 'name': 'instant vanilla pudding and pie filling*', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '20 oz can', 'name': 'crushed pineapple*', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'prepared whipped topping', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Instead of vanilla pudding', 'notes': 'you can also choose from coconut cream, lemon or French vanilla. Instead of crushed pineapple you may use a 17 oz can fruit cocktail, pitted dark sweet cherries, diced apricot halves or any other fruit.', 'type': 'ingredient'}]	[{'text': '<p>Put the pudding in a bowl, combine with crushed pineapple and mix in prepared topping.</p>', 'type': 'instruction', 'image_url': ''}]
Oreo Cookie Torte	{"name": "Oreo Cookie Torte"}	None		[{'amount': '1', 'unit': '', 'name': 'small pkg. Oreo cookies (any flavor', 'notes': 'crush, reserving ¼-⅓ (cup) crumbs for topping)', 'type': 'ingredient'}, {'amount': '⅓', 'unit': 'cup', 'name': 'margarine (melted)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'powdered sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'small packages', 'name': 'instant chocolate or vanilla pudding', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'milk', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix Oreo cookie crumbs (all but ¼-⅓ (cup)) with melted margarine and put into a 9x13-inch pan.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Mix together cream cheese, powdered sugar and Cool Whip and spread over the crust. Mix pudding with milk. Spread over the cream cheese mixture. Sprinkle with reserved cookie crumbs.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Refrigerate until ready to serve.</p>', 'type': 'instruction', 'image_url': ''}]
Praline Pumpkin Dessert	{"name": "Praline Pumpkin Dessert"}	Ann Brunkhorst (I.F.)		[{'amount': '1', 'unit': '15 oz can', 'name': 'pumpkin', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '12 oz can', 'name': 'evaporated milk', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '', 'name': 'eggs', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '4', 'unit': 'tsp', 'name': 'pumpkin pie spice', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'pkg. vanilla cake mix with pudding', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'pecans', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '¾', 'unit': 'cup', 'name': 'butter (melted)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix canned pumpkin, evaporated milk, eggs, sugar and spice together and pat into a greased 9x13-inch glass baking dish.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Sprinkle cake mix over pumpkin mixture. Top with nuts. Pour butter over nuts.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Bake in a preheated oven at 350° for 50-60 minutes. Refrigerate. Serve with whipped cream.</p>', 'type': 'instruction', 'image_url': ''}]
